Request_ID,Arrival_Time,Cylinder_No,Burst_Time,Prev_Head,Curr_Head,Request_Type,Queue_Len,Seek_Time
8377,8687.51,88,3,158,88,Read,5,7
8378,8688.41,161,1,88,161,Read,2,7.3
8379,8688.83,113,3,161,113,Read,10,4.8
8380,8690.31,197,3,113,197,Read,4,8.4
8381,8692.07,184,4,197,184,Read,5,1.3
8382,8692.75,73,3,184,73,Write,8,11.1
8383,8693.92,79,7,73,79,Read,4,0.6
8384,8695.7,196,4,79,196,Read,3,11.7
8385,8695.89,92,7,196,92,Read,1,10.4
8386,8697.07,164,4,92,164,Read,8,7.2
8387,8697.42,103,10,164,103,Read,1,6.1
8388,8699.42,85,7,103,85,Write,1,1.8
8389,8699.72,164,1,85,164,Read,6,7.9
8390,8700.81,75,9,164,75,Read,5,8.9
8391,8702.44,79,7,75,79,Read,5,0.4
8392,8703.33,173,10,79,173,Write,3,9.4
8393,8703.87,139,1,173,139,Write,1,3.4
8394,8705.32,194,6,139,194,Read,4,5.5
8395,8706.2,94,10,194,94,Write,6,10
8396,8706.7,12,5,94,12,Read,5,8.2
8397,8707.07,165,5,12,165,Read,8,15.3
8398,8707.5,66,1,165,66,Read,5,9.9
8399,8708.92,73,7,66,73,Read,8,0.7
8400,8710.11,18,3,73,18,Write,10,5.5
8401,8711.83,122,1,18,122,Read,9,10.4
8402,8713.76,149,9,122,149,Read,9,2.7
8403,8715.41,19,1,149,19,Write,8,13
8404,8716.17,78,2,19,78,Read,10,5.9
8405,8716.93,167,8,78,167,Write,4,8.9
8406,8717.24,38,3,167,38,Read,2,12.9
8407,8718.43,179,3,38,179,Read,9,14.1
8408,8718.65,61,10,179,61,Read,5,11.8
8409,8719.85,182,9,61,182,Write,8,12.1
8410,8720.2,103,7,182,103,Read,7,7.9
8411,8721,42,6,103,42,Write,1,6.1
8412,8722.5,29,8,42,29,Write,1,1.3
8413,8723.37,114,7,29,114,Write,5,8.5
8414,8724.48,51,8,114,51,Write,1,6.3
8415,8725.42,87,2,51,87,Read,4,3.6
8416,8726.82,71,10,87,71,Read,5,1.6
8417,8727.7,73,5,71,73,Read,9,0.2
8418,8727.89,8,10,73,8,Read,10,6.5
8419,8729.55,137,2,8,137,Write,5,12.9
8420,8730.81,157,10,137,157,Read,5,2
8421,8731.55,6,5,157,6,Write,7,15.1
8422,8733.36,158,2,6,158,Read,7,15.2
8423,8734.16,85,8,158,85,Write,3,7.3
8424,8734.95,64,9,85,64,Write,7,2.1
8425,8735.37,72,5,64,72,Read,3,0.8
8426,8735.65,111,10,72,111,Read,4,3.9
8427,8735.87,129,6,111,129,Read,4,1.8
8428,8737.35,102,2,129,102,Write,4,2.7
8429,8738.45,73,10,102,73,Read,9,2.9
8430,8740.05,176,9,73,176,Write,3,10.3
8431,8741.58,194,4,176,194,Write,1,1.8
8432,8742.58,99,1,194,99,Write,8,9.5
8433,8743.23,167,1,99,167,Read,5,6.8
8434,8744.38,142,4,167,142,Read,2,2.5
8435,8745.49,103,5,142,103,Write,6,3.9
8436,8747.1,103,3,103,103,Read,3,0
8437,8747.88,163,1,103,163,Write,5,6
8438,8749.28,7,2,163,7,Write,5,15.6
8439,8749.79,3,4,7,3,Read,9,0.4
8440,8750.43,180,2,3,180,Read,1,17.7
8441,8751.25,104,5,180,104,Read,10,7.6
8442,8752.53,20,3,104,20,Write,5,8.4
8443,8754.07,187,3,20,187,Write,7,16.7
8444,8754.86,16,8,187,16,Read,8,17.1
8445,8756.85,66,9,16,66,Write,6,5
8446,8757.33,102,7,66,102,Read,3,3.6
8447,8757.45,95,7,102,95,Write,8,0.7
8448,8757.57,116,4,95,116,Read,4,2.1
8449,8759.08,69,7,116,69,Write,4,4.7
8450,8760.74,47,1,69,47,Write,9,2.2
8451,8762.69,45,1,47,45,Read,10,0.2
8452,8764.03,140,1,45,140,Read,6,9.5
8453,8764.82,54,6,140,54,Read,3,8.6
8454,8766.16,177,9,54,177,Read,8,12.3
8455,8767.02,192,5,177,192,Write,9,1.5
8456,8767.72,23,6,192,23,Read,10,16.9
8457,8768.42,58,7,23,58,Write,1,3.5
8458,8770.14,72,9,58,72,Read,3,1.4
8459,8771.13,170,9,72,170,Read,3,9.8
8460,8771.93,179,3,170,179,Write,3,0.9
8461,8772.22,53,6,179,53,Read,6,12.6
8462,8772.74,83,9,53,83,Read,5,3
8463,8774.56,118,2,83,118,Write,4,3.5
8464,8775.75,120,1,118,120,Read,2,0.2
8465,8776.09,87,9,120,87,Read,7,3.3
8466,8776.29,141,8,87,141,Read,6,5.4
8467,8777.87,63,5,141,63,Write,3,7.8
8468,8778.03,92,1,63,92,Read,6,2.9
8469,8779.39,90,10,92,90,Read,7,0.2
8470,8779.52,103,2,90,103,Read,3,1.3
8471,8780.85,73,3,103,73,Read,1,3
8472,8781.95,177,1,73,177,Read,10,10.4
8473,8783.85,180,5,177,180,Read,9,0.3
8474,8784.16,180,3,180,180,Read,10,0
8475,8785.25,184,5,180,184,Read,1,0.4
8476,8785.42,161,8,184,161,Read,1,2.3
8477,8786.77,91,10,161,91,Read,6,7
8478,8788.63,193,9,91,193,Read,1,10.2
8479,8790.44,166,10,193,166,Read,7,2.7
8480,8792.35,126,7,166,126,Read,4,4
8481,8794.03,0,6,126,0,Read,8,12.6
8482,8795.65,168,3,0,168,Read,10,16.8
8483,8795.79,31,5,168,31,Read,3,13.7
8484,8797.48,85,7,31,85,Write,9,5.4
8485,8799.28,112,3,85,112,Write,10,2.7
8486,8800.11,85,9,112,85,Write,8,2.7
8487,8800.71,112,8,85,112,Write,10,2.7
8488,8802.34,127,2,112,127,Read,5,1.5
8489,8803.18,65,8,127,65,Read,1,6.2
8490,8804.77,123,10,65,123,Read,5,5.8
8491,8805.7,170,7,123,170,Read,5,4.7
8492,8806.78,170,2,170,170,Write,6,0
8493,8808.22,141,9,170,141,Read,3,2.9
8494,8809.97,157,9,141,157,Write,7,1.6
8495,8810.14,162,10,157,162,Read,9,0.5
8496,8811.54,161,3,162,161,Write,9,0.1
8497,8811.91,146,7,161,146,Write,7,1.5
8498,8813.14,46,7,146,46,Write,8,10
8499,8815.04,33,7,46,33,Write,9,1.3
8500,8815.44,137,6,33,137,Write,1,10.4
8501,8815.68,131,7,137,131,Write,10,0.6
8502,8817.13,97,9,131,97,Write,8,3.4
8503,8818.51,94,3,97,94,Read,7,0.3
8504,8820.22,135,5,94,135,Write,2,4.1
8505,8822,152,5,135,152,Read,7,1.7
8506,8822.58,91,6,152,91,Read,1,6.1
8507,8823.08,56,5,91,56,Write,5,3.5
8508,8823.78,21,1,56,21,Write,6,3.5
8509,8825.32,98,4,21,98,Write,7,7.7
8510,8825.92,180,1,98,180,Write,5,8.2
8511,8827.39,45,5,180,45,Read,2,13.5
8512,8829.24,141,3,45,141,Read,3,9.6
8513,8829.79,116,5,141,116,Read,3,2.5
8514,8831.1,118,2,116,118,Read,2,0.2
8515,8832,117,8,118,117,Read,7,0.1
8516,8832.84,169,10,117,169,Read,2,5.2
8517,8834.15,43,8,169,43,Write,1,12.6
8518,8836.12,40,10,43,40,Read,1,0.3
8519,8836.24,172,1,40,172,Read,7,13.2
8520,8838.02,115,9,172,115,Read,1,5.7
8521,8839.13,159,9,115,159,Read,10,4.4
8522,8841.12,113,1,159,113,Write,5,4.6
8523,8841.6,130,8,113,130,Read,3,1.7
8524,8843.54,165,2,130,165,Read,1,3.5
8525,8845.24,92,6,165,92,Read,5,7.3
8526,8845.71,43,5,92,43,Write,8,4.9
8527,8846.95,165,7,43,165,Write,8,12.2
8528,8848.61,129,6,165,129,Read,10,3.6
8529,8849.71,178,5,129,178,Read,10,4.9
8530,8850.41,42,1,178,42,Write,5,13.6
8531,8852.12,107,2,42,107,Read,6,6.5
8532,8852.34,123,10,107,123,Write,1,1.6
8533,8853.34,87,1,123,87,Read,2,3.6
8534,8853.96,197,6,87,197,Write,8,11
8535,8855.47,185,1,197,185,Read,4,1.2
8536,8855.75,163,5,185,163,Write,1,2.2
8537,8857.51,120,2,163,120,Read,9,4.3
8538,8857.83,161,8,120,161,Read,6,4.1
8539,8859.76,127,9,161,127,Write,10,3.4
8540,8861.08,64,10,127,64,Write,7,6.3
8541,8862.79,137,6,64,137,Write,9,7.3
8542,8863.85,117,2,137,117,Read,3,2
8543,8864.69,25,1,117,25,Write,4,9.2
8544,8865.06,117,2,25,117,Write,5,9.2
8545,8865.23,153,4,117,153,Write,3,3.6
8546,8866.47,168,7,153,168,Read,8,1.5
8547,8866.78,44,10,168,44,Write,6,12.4
8548,8867.15,32,9,44,32,Write,1,1.2
8549,8867.49,132,10,32,132,Write,10,10
8550,8869.39,101,10,132,101,Read,7,3.1
8551,8869.68,165,3,101,165,Write,5,6.4
8552,8869.8,116,8,165,116,Write,1,4.9
8553,8870.4,196,5,116,196,Write,7,8
8554,8871.28,184,8,196,184,Write,6,1.2
8555,8873.26,80,8,184,80,Write,4,10.4
8556,8873.87,44,1,80,44,Read,7,3.6
8557,8874.65,95,7,44,95,Write,8,5.1
8558,8875.79,106,5,95,106,Read,7,1.1
8559,8876.95,22,2,106,22,Write,7,8.4
8560,8877.68,61,3,22,61,Write,5,3.9
8561,8879.54,159,5,61,159,Read,2,9.8
8562,8880.13,66,4,159,66,Read,9,9.3
8563,8880.99,8,5,66,8,Write,10,5.8
8564,8882.47,184,9,8,184,Write,4,17.6
8565,8882.73,50,2,184,50,Write,10,13.4
8566,8884.64,198,7,50,198,Read,4,14.8
8567,8885.06,149,9,198,149,Write,8,4.9
8568,8886.15,114,9,149,114,Read,8,3.5
8569,8886.82,57,1,114,57,Read,6,5.7
8570,8888.1,135,1,57,135,Read,8,7.8
8571,8888.81,64,8,135,64,Write,2,7.1
8572,8890.45,45,7,64,45,Read,2,1.9
8573,8892.18,193,5,45,193,Read,7,14.8
8574,8893.9,106,8,193,106,Read,9,8.7
8575,8894.16,133,2,106,133,Write,6,2.7
8576,8896.13,153,4,133,153,Read,6,2
8577,8896.8,162,5,153,162,Write,4,0.9
8578,8897.8,12,4,162,12,Read,6,15
8579,8899.38,191,5,12,191,Read,3,17.9
8580,8901.09,171,10,191,171,Write,8,2
8581,8902.95,34,7,171,34,Read,6,13.7
8582,8904.08,121,2,34,121,Write,7,8.7
8583,8904.77,92,9,121,92,Write,10,2.9
8584,8905.57,45,1,92,45,Read,9,4.7
8585,8906.21,126,7,45,126,Write,1,8.1
8586,8906.6,74,1,126,74,Read,2,5.2
8587,8907.83,0,2,74,0,Read,6,7.4
8588,8909.81,25,2,0,25,Write,3,2.5
8589,8911.33,128,8,25,128,Read,7,10.3
8590,8912.09,16,6,128,16,Write,5,11.2
8591,8912.65,194,7,16,194,Read,8,17.8
8592,8914.06,183,9,194,183,Write,8,1.1
8593,8916.05,28,9,183,28,Read,10,15.5
8594,8916.25,195,6,28,195,Write,4,16.7
8595,8916.8,92,7,195,92,Read,3,10.3
8596,8918.67,40,3,92,40,Write,7,5.2
8597,8920.48,5,2,40,5,Write,4,3.5
8598,8921.85,44,3,5,44,Read,8,3.9
8599,8922.46,81,1,44,81,Read,4,3.7
8600,8923.75,178,10,81,178,Read,8,9.7
8601,8924.38,50,1,178,50,Write,1,12.8
8602,8925.84,35,5,50,35,Read,4,1.5
8603,8926.25,191,2,35,191,Read,7,15.6
8604,8927.14,135,6,191,135,Write,6,5.6
8605,8927.78,181,9,135,181,Read,1,4.6
8606,8929.14,126,7,181,126,Read,7,5.5
8607,8930.76,113,2,126,113,Read,2,1.3
8608,8932.37,30,1,113,30,Read,3,8.3
8609,8932.85,64,3,30,64,Write,5,3.4
8610,8933.97,173,4,64,173,Write,8,10.9
8611,8935.59,95,1,173,95,Write,4,7.8
8612,8936.28,60,3,95,60,Write,5,3.5
8613,8938.13,164,1,60,164,Read,9,10.4
8614,8938.64,100,2,164,100,Read,1,6.4
8615,8939.72,191,9,100,191,Write,5,9.1
8616,8939.92,73,2,191,73,Read,5,11.8
8617,8941.4,49,9,73,49,Write,10,2.4
8618,8942.34,64,2,49,64,Read,7,1.5
8619,8944.01,174,4,64,174,Write,5,11
8620,8945.97,53,5,174,53,Write,8,12.1
8621,8947.78,98,1,53,98,Read,8,4.5
8622,8948.24,158,6,98,158,Write,5,6
8623,8950.08,181,8,158,181,Write,7,2.3
8624,8950.36,20,8,181,20,Write,9,16.1
8625,8950.8,114,8,20,114,Write,9,9.4
8626,8952.51,132,10,114,132,Write,6,1.8
8627,8953.33,136,8,132,136,Read,3,0.4
8628,8955,165,2,136,165,Read,5,2.9
8629,8956.22,48,3,165,48,Read,5,11.7
8630,8957.97,80,8,48,80,Write,2,3.2
8631,8959.71,65,2,80,65,Write,1,1.5
8632,8960.46,70,9,65,70,Read,4,0.5
8633,8962.39,126,9,70,126,Write,2,5.6
8634,8963.89,105,8,126,105,Read,10,2.1
8635,8964.34,66,2,105,66,Read,8,3.9
8636,8964.52,22,1,66,22,Write,1,4.4
8637,8966.06,1,5,22,1,Write,1,2.1
8638,8966.65,67,9,1,67,Read,8,6.6
8639,8967.84,37,6,67,37,Read,3,3
8640,8968.64,153,5,37,153,Read,8,11.6
8641,8970.41,89,8,153,89,Write,2,6.4
8642,8970.81,48,9,89,48,Read,8,4.1
8643,8971.8,56,9,48,56,Read,4,0.8
8644,8973.61,188,10,56,188,Write,1,13.2
8645,8973.98,124,4,188,124,Write,4,6.4
8646,8975.29,167,3,124,167,Read,10,4.3
8647,8975.57,104,7,167,104,Write,5,6.3
8648,8977.23,48,4,104,48,Write,6,5.6
8649,8977.76,59,9,48,59,Write,6,1.1
8650,8979.16,57,1,59,57,Read,7,0.2
8651,8980.85,84,3,57,84,Write,7,2.7
8652,8981.43,123,8,84,123,Write,3,3.9
8653,8982.51,88,8,123,88,Read,6,3.5
8654,8982.85,122,7,88,122,Write,5,3.4
8655,8984.84,190,4,122,190,Write,4,6.8
8656,8986.36,142,5,190,142,Write,9,4.8
8657,8986.94,90,2,142,90,Read,3,5.2
8658,8988.19,153,3,90,153,Write,9,6.3
8659,8988.39,30,3,153,30,Write,8,12.3
8660,8989.48,4,7,30,4,Write,5,2.6
8661,8990.15,167,3,4,167,Read,5,16.3
8662,8990.54,3,9,167,3,Write,8,16.4
8663,8990.85,138,8,3,138,Read,9,13.5
8664,8992.6,66,5,138,66,Write,6,7.2
8665,8992.99,96,4,66,96,Read,7,3
8666,8994.24,150,5,96,150,Read,4,5.4
8667,8995.22,76,1,150,76,Read,9,7.4
8668,8996.95,175,6,76,175,Read,8,9.9
8669,8997.22,50,6,175,50,Write,7,12.5
8670,8999.07,118,3,50,118,Write,3,6.8
8671,9000.52,49,10,118,49,Read,9,6.9
8672,9001.96,145,2,49,145,Read,4,9.6
8673,9002.06,104,4,145,104,Read,3,4.1
8674,9003.24,162,10,104,162,Write,5,5.8
8675,9003.37,60,5,162,60,Write,10,10.2
8676,9003.95,185,3,60,185,Read,7,12.5
8677,9005.92,128,2,185,128,Write,6,5.7
8678,9006.34,160,5,128,160,Write,6,3.2
8679,9006.45,187,10,160,187,Write,8,2.7
8680,9008.18,38,7,187,38,Write,2,14.9
8681,9008.71,11,6,38,11,Write,8,2.7
8682,9010.61,196,7,11,196,Read,5,18.5
8683,9011.57,100,10,196,100,Write,9,9.6
8684,9011.72,175,10,100,175,Read,4,7.5
8685,9012,132,7,175,132,Write,6,4.3
8686,9012.28,82,2,132,82,Read,8,5
8687,9012.39,119,5,82,119,Write,6,3.7
8688,9012.8,142,8,119,142,Read,6,2.3
8689,9014.74,69,10,142,69,Write,10,7.3
8690,9015.91,155,7,69,155,Write,4,8.6
8691,9016.94,114,2,155,114,Write,7,4.1
8692,9018.43,4,3,114,4,Write,2,11
8693,9019.88,129,3,4,129,Write,7,12.5
8694,9021.52,128,7,129,128,Read,9,0.1
8695,9022.71,161,7,128,161,Write,3,3.3
8696,9023.61,63,1,161,63,Read,2,9.8
8697,9024.97,180,6,63,180,Read,1,11.7
8698,9026.82,35,3,180,35,Read,2,14.5
8699,9027.93,19,4,35,19,Read,7,1.6
8700,9028.04,97,10,19,97,Write,4,7.8
8701,9029.06,151,1,97,151,Read,1,5.4
8702,9029.35,191,2,151,191,Read,8,4
8703,9031.15,148,1,191,148,Write,2,4.3
8704,9031.6,177,10,148,177,Write,3,2.9
8705,9031.9,184,1,177,184,Write,2,0.7
8706,9032.27,75,4,184,75,Write,3,10.9
8707,9032.46,137,8,75,137,Write,2,6.2
8708,9033.75,78,9,137,78,Write,7,5.9
8709,9034.99,73,9,78,73,Read,8,0.5
8710,9036.82,91,4,73,91,Write,1,1.8
8711,9037.48,188,3,91,188,Write,1,9.7
8712,9038.33,65,9,188,65,Write,2,12.3
8713,9039.09,154,2,65,154,Read,8,8.9
8714,9039.31,158,8,154,158,Write,6,0.4
8715,9040.92,70,5,158,70,Read,8,8.8
8716,9042.38,50,7,70,50,Read,3,2
8717,9044.27,181,2,50,181,Read,10,13.1
8718,9045.28,157,2,181,157,Read,8,2.4
8719,9045.6,55,10,157,55,Write,1,10.2
8720,9045.73,189,8,55,189,Read,4,13.4
8721,9047.2,162,9,189,162,Read,3,2.7
8722,9047.36,134,3,162,134,Write,1,2.8
8723,9048.24,47,8,134,47,Read,4,8.7
8724,9048.86,61,6,47,61,Write,4,1.4
8725,9050.12,121,7,61,121,Read,7,6
8726,9050.47,54,1,121,54,Write,6,6.7
8727,9052.01,22,2,54,22,Write,1,3.2
8728,9053.87,4,3,22,4,Write,1,1.8
8729,9054.06,11,3,4,11,Write,5,0.7
8730,9054.47,100,6,11,100,Write,1,8.9
8731,9055.82,32,4,100,32,Write,10,6.8
8732,9056.91,13,7,32,13,Read,8,1.9
8733,9058.03,23,8,13,23,Read,7,1
8734,9059.63,54,6,23,54,Read,5,3.1
8735,9060.08,115,8,54,115,Write,2,6.1
8736,9061.83,136,10,115,136,Read,8,2.1
8737,9062.14,154,10,136,154,Write,6,1.8
8738,9062.55,72,2,154,72,Read,10,8.2
8739,9063.77,157,4,72,157,Write,9,8.5
8740,9064.53,96,1,157,96,Write,3,6.1
8741,9065.84,168,6,96,168,Write,2,7.2
8742,9067.55,21,2,168,21,Read,2,14.7
8743,9068.39,3,4,21,3,Write,6,1.8
8744,9068.98,153,1,3,153,Read,8,15
8745,9069.52,143,2,153,143,Write,6,1
8746,9071.1,73,8,143,73,Read,7,7
8747,9071.37,10,7,73,10,Write,6,6.3
8748,9073.08,26,4,10,26,Read,5,1.6
8749,9074.18,112,1,26,112,Read,8,8.6
8750,9075.77,50,9,112,50,Read,9,6.2
8751,9076.7,87,6,50,87,Read,10,3.7
8752,9078.43,172,3,87,172,Write,1,8.5
8753,9079.95,85,6,172,85,Write,4,8.7
8754,9080.6,4,3,85,4,Read,7,8.1
8755,9081.89,49,10,4,49,Write,1,4.5
8756,9083.34,69,6,49,69,Write,4,2
8757,9084.37,148,10,69,148,Write,5,7.9
8758,9084.92,163,8,148,163,Read,3,1.5
8759,9085.43,42,6,163,42,Read,7,12.1
8760,9086.19,34,6,42,34,Write,8,0.8
8761,9088.09,108,5,34,108,Write,2,7.4
8762,9089.38,82,9,108,82,Write,5,2.6
8763,9089.5,81,2,82,81,Read,3,0.1
8764,9090.8,52,8,81,52,Write,7,2.9
8765,9091.96,104,7,52,104,Read,8,5.2
8766,9093.74,65,10,104,65,Write,6,3.9
8767,9093.95,23,2,65,23,Read,6,4.2
8768,9094.84,90,3,23,90,Read,5,6.7
8769,9096.19,36,9,90,36,Read,8,5.4
8770,9097,171,5,36,171,Read,3,13.5
8771,9098.13,88,5,171,88,Read,8,8.3
8772,9099.87,158,8,88,158,Write,10,7
8773,9100.98,155,2,158,155,Write,6,0.3
8774,9101.9,164,6,155,164,Write,9,0.9
8775,9102.45,186,1,164,186,Read,6,2.2
8776,9102.87,92,3,186,92,Read,8,9.4
8777,9103,162,7,92,162,Read,3,7
8778,9103.36,168,4,162,168,Write,5,0.6
8779,9103.91,85,9,168,85,Write,7,8.3
8780,9104.46,172,9,85,172,Read,5,8.7
8781,9105.32,174,4,172,174,Read,7,0.2
8782,9106.28,135,8,174,135,Write,2,3.9
8783,9107.67,93,6,135,93,Write,9,4.2
8784,9108,93,8,93,93,Read,5,0
8785,9109.68,91,2,93,91,Read,7,0.2
8786,9111.56,36,7,91,36,Write,1,5.5
8787,9112.29,10,4,36,10,Write,3,2.6
8788,9113.04,155,4,10,155,Read,6,14.5
8789,9114.77,59,8,155,59,Write,8,9.6
8790,9116.35,133,3,59,133,Read,8,7.4
8791,9117.22,63,2,133,63,Read,10,7
8792,9117.98,38,10,63,38,Read,10,2.5
8793,9119.79,147,1,38,147,Write,9,10.9
8794,9120.82,97,9,147,97,Read,3,5
8795,9121.66,194,3,97,194,Read,1,9.7
8796,9122.05,123,8,194,123,Read,8,7.1
8797,9123.49,30,5,123,30,Read,10,9.3
8798,9125.24,88,3,30,88,Write,2,5.8
8799,9126.62,153,9,88,153,Read,8,6.5
8800,9128.33,117,10,153,117,Read,9,3.6
8801,9129.01,198,9,117,198,Read,6,8.1
8802,9130.23,26,1,198,26,Write,5,17.2
8803,9130.78,94,2,26,94,Write,2,6.8
8804,9132.58,110,10,94,110,Read,3,1.6
8805,9133.45,134,5,110,134,Write,4,2.4
8806,9134.15,38,1,134,38,Write,2,9.6
8807,9134.7,181,8,38,181,Read,10,14.3
8808,9135.2,20,1,181,20,Write,5,16.1
8809,9136.74,79,6,20,79,Write,10,5.9
8810,9137.69,52,9,79,52,Read,2,2.7
8811,9137.96,171,1,52,171,Write,1,11.9
8812,9139.27,119,8,171,119,Write,10,5.2
8813,9140.35,184,3,119,184,Read,3,6.5
8814,9140.73,150,6,184,150,Write,2,3.4
8815,9141.77,108,2,150,108,Write,10,4.2
8816,9142.3,45,8,108,45,Write,2,6.3
8817,9143.09,31,5,45,31,Write,8,1.4
8818,9143.71,3,5,31,3,Read,4,2.8
8819,9144.05,56,8,3,56,Read,2,5.3
8820,9144.18,119,1,56,119,Read,3,6.3
8821,9144.35,116,9,119,116,Write,2,0.3
8822,9144.96,94,2,116,94,Read,10,2.2
8823,9146.16,185,9,94,185,Read,10,9.1
8824,9147.32,54,5,185,54,Read,9,13.1
8825,9148.49,112,3,54,112,Read,1,5.8
8826,9149.66,44,10,112,44,Read,10,6.8
8827,9149.98,72,4,44,72,Read,3,2.8
8828,9151.57,73,8,72,73,Write,7,0.1
8829,9153.27,29,8,73,29,Write,1,4.4
8830,9154.99,42,1,29,42,Read,9,1.3
8831,9156.01,117,9,42,117,Write,2,7.5
8832,9156.91,198,9,117,198,Read,3,8.1
8833,9157.51,149,10,198,149,Write,10,4.9
8834,9158.71,8,5,149,8,Read,2,14.1
8835,9159.13,45,6,8,45,Read,3,3.7
8836,9160.43,184,10,45,184,Write,10,13.9
8837,9160.77,97,3,184,97,Write,5,8.7
8838,9162.39,166,10,97,166,Read,3,6.9
8839,9163.52,12,5,166,12,Read,10,15.4
8840,9165.5,125,6,12,125,Read,5,11.3
8841,9167.13,46,7,125,46,Read,4,7.9
8842,9168.22,145,10,46,145,Write,4,9.9
8843,9169.12,175,6,145,175,Read,5,3
8844,9169.49,14,8,175,14,Read,5,16.1
8845,9170.72,143,7,14,143,Write,4,12.9
8846,9171.92,88,6,143,88,Read,7,5.5
8847,9173.71,162,10,88,162,Read,7,7.4
8848,9173.93,82,3,162,82,Read,5,8
8849,9174.87,115,10,82,115,Write,1,3.3
8850,9175.84,45,7,115,45,Read,1,7
8851,9176.94,78,7,45,78,Read,6,3.3
8852,9177.1,169,8,78,169,Read,9,9.1
8853,9178.42,183,1,169,183,Read,2,1.4
8854,9179.1,178,4,183,178,Read,1,0.5
8855,9179.25,22,4,178,22,Write,9,15.6
8856,9180.66,138,2,22,138,Read,8,11.6
8857,9181.99,137,10,138,137,Write,3,0.1
8858,9183.37,146,4,137,146,Read,8,0.9
8859,9184.34,89,6,146,89,Write,7,5.7
8860,9184.69,146,4,89,146,Read,4,5.7
8861,9184.82,118,10,146,118,Write,2,2.8
8862,9185.32,72,3,118,72,Read,1,4.6
8863,9186.23,123,3,72,123,Write,6,5.1
8864,9187.6,184,5,123,184,Read,5,6.1
8865,9188.46,146,2,184,146,Read,10,3.8
8866,9188.58,130,8,146,130,Read,8,1.6
8867,9189.49,42,3,130,42,Write,5,8.8
8868,9190.35,66,3,42,66,Write,7,2.4
8869,9190.77,83,6,66,83,Write,6,1.7
8870,9190.96,87,9,83,87,Read,8,0.4
8871,9192.51,164,5,87,164,Read,8,7.7
8872,9193.56,84,6,164,84,Write,2,8
8873,9193.84,119,9,84,119,Write,7,3.5
8874,9194.86,178,3,119,178,Read,6,5.9
8875,9196.52,199,10,178,199,Read,8,2.1
8876,9197.24,107,7,199,107,Read,10,9.2
8877,9197.53,154,4,107,154,Write,10,4.7
8878,9198.45,12,10,154,12,Read,8,14.2
8879,9199.51,21,9,12,21,Read,3,0.9
8880,9200.79,49,3,21,49,Write,4,2.8
8881,9202.47,84,2,49,84,Read,4,3.5
8882,9203.33,102,5,84,102,Write,4,1.8
8883,9204.15,61,2,102,61,Read,8,4.1
8884,9205.54,118,9,61,118,Write,1,5.7
8885,9206.56,20,8,118,20,Read,3,9.8
8886,9207.31,133,10,20,133,Read,8,11.3
8887,9208.13,83,9,133,83,Write,7,5
8888,9208.88,143,5,83,143,Write,6,6
8889,9209.2,22,9,143,22,Read,9,12.1
8890,9209.31,186,8,22,186,Read,10,16.4
8891,9209.72,96,3,186,96,Read,2,9
8892,9210.32,50,3,96,50,Write,5,4.6
8893,9211.69,165,10,50,165,Write,5,11.5
8894,9212.72,77,10,165,77,Read,6,8.8
8895,9213.37,15,4,77,15,Read,5,6.2
8896,9214.55,112,3,15,112,Write,9,9.7
8897,9215.51,149,10,112,149,Read,4,3.7
8898,9216.22,113,10,149,113,Read,4,3.6
8899,9217.53,60,8,113,60,Read,6,5.3
8900,9218.44,27,7,60,27,Write,4,3.3
8901,9219.54,51,5,27,51,Read,9,2.4
8902,9221.53,137,2,51,137,Read,6,8.6
8903,9223.42,24,2,137,24,Read,6,11.3
8904,9225.23,18,7,24,18,Read,3,0.6
8905,9225.66,103,1,18,103,Write,10,8.5
8906,9227.31,71,2,103,71,Read,3,3.2
8907,9228.66,129,3,71,129,Read,4,5.8
8908,9229.57,15,6,129,15,Read,10,11.4
8909,9231.35,113,2,15,113,Read,9,9.8
8910,9232.25,199,9,113,199,Read,5,8.6
8911,9233.24,54,9,199,54,Write,8,14.5
8912,9234.6,140,1,54,140,Write,4,8.6
8913,9235.64,175,7,140,175,Read,4,3.5
8914,9237.19,191,9,175,191,Read,4,1.6
8915,9238.74,94,5,191,94,Read,2,9.7
8916,9240.7,54,2,94,54,Write,10,4
8917,9242.27,180,5,54,180,Write,9,12.6
8918,9242.99,37,10,180,37,Read,3,14.3
8919,9243.64,109,2,37,109,Write,2,7.2
8920,9244.71,16,10,109,16,Write,2,9.3
8921,9245.72,193,9,16,193,Write,9,17.7
8922,9246.64,19,6,193,19,Read,9,17.4
8923,9247.85,72,2,19,72,Read,9,5.3
8924,9248.32,168,4,72,168,Write,7,9.6
8925,9249.61,31,1,168,31,Write,9,13.7
8926,9250.17,15,1,31,15,Read,1,1.6
8927,9251.31,58,7,15,58,Write,10,4.3
8928,9252.7,194,2,58,194,Write,4,13.6
8929,9253.05,19,10,194,19,Read,8,17.5
8930,9254.18,39,7,19,39,Read,4,2
8931,9256,39,2,39,39,Write,10,0
8932,9256.62,10,6,39,10,Read,6,2.9
8933,9257.74,109,9,10,109,Read,9,9.9
8934,9258.51,143,5,109,143,Write,2,3.4
8935,9260.41,0,7,143,0,Write,8,14.3
8936,9262.37,65,3,0,65,Write,1,6.5
8937,9263.86,168,3,65,168,Write,5,10.3
8938,9264.44,158,5,168,158,Write,8,1
